TreeDatabase100,965.998649597168,20001
TreeDatabase100,1155.9991836547852,30001
TreeDatabase100,1286.0026359558105,40001
TreeDatabase100,1430.0000667572021,50001
TreeDatabase100,1578.9995193481445,60001
TreeDatabase100,1714.0028476715088,70001
TreeDatabase100,1897.5138664245605,80001
TreeDatabase100,2181.000232696533,90001
TreeDatabase500,989.0005588531494,20001
TreeDatabase500,834.9981307983398,30001
TreeDatabase500,848.9995002746582,40001
TreeDatabase500,880.0003528594971,50001
TreeDatabase500,932.9981803894043,60001
TreeDatabase500,917.0007705688477,70001
TreeDatabase500,929.0006160736084,80001
TreeDatabase500,967.0023918151855,90001
TreeDatabase1000,814.9988651275635,20001
TreeDatabase1000,832.0033550262451,30001
TreeDatabase1000,846.0004329681396,40001
TreeDatabase1000,874.9969005584717,50001
TreeDatabase1000,836.9998931884766,60001
TreeDatabase1000,866.0008907318115,70001
TreeDatabase1000,868.9980506896973,80001
TreeDatabase1000,847.0003604888916,90001
ListDatabase,2665.0009155273438,20001
ListDatabase,3568.9971446990967,30001
ListDatabase,4458.999156951904,40001
ListDatabase,5493.999242782593,50001
ListDatabase,6245.5127239227295,60001
ListDatabase,7161.00001335144,70001
ListDatabase,8074.512243270874,80001
ListDatabase,9258.99863243103,90001
DictionaryDatabase,800.997257232666,20001
DictionaryDatabase,799.0000247955322,30001
DictionaryDatabase,781.9981575012207,40001
DictionaryDatabase,793.9996719360352,50001
DictionaryDatabase,798.9976406097412,60001
DictionaryDatabase,805.999755859375,70001
DictionaryDatabase,775.9995460510254,80001
DictionaryDatabase,787.001371383667,90001
TreeDatabase100,975.0001430511475,20001
TreeDatabase100,1187.9992485046387,30001
TreeDatabase100,1322.9994773864746,40001
TreeDatabase100,1455.000400543213,50001
TreeDatabase100,1705.0015926361084,60001
TreeDatabase100,1786.9973182678223,70001
TreeDatabase100,1910.0003242492676,80001
TreeDatabase100,2013.00048828125,90001
TreeDatabase500,810.9984397888184,20001
TreeDatabase500,820.9996223449707,30001
TreeDatabase500,839.998722076416,40001
TreeDatabase500,852.0016670227051,50001
TreeDatabase500,876.5149116516113,60001
TreeDatabase500,887.9966735839844,70001
TreeDatabase500,988.9993667602539,80001
TreeDatabase500,964.9980068206787,90001
TreeDatabase1000,821.0010528564453,20001
TreeDatabase1000,864.9997711181641,30001
TreeDatabase1000,838.9973640441895,40001
TreeDatabase1000,839.0002250671387,50001
TreeDatabase1000,845.999002456665,60001
TreeDatabase1000,848.9995002746582,70001
TreeDatabase1000,840.512752532959,80001
TreeDatabase1000,848.9999771118164,90001
ListDatabase,2647.998094558716,20001
ListDatabase,3530.9982299804688,30001
ListDatabase,4460.516929626465,40001
ListDatabase,5372.507572174072,50001
ListDatabase,6248.998403549194,60001
ListDatabase,7157.031059265137,70001
ListDatabase,8026.586055755615,80001
ListDatabase,8948.021173477173,90001
DictionaryDatabase,769.0021991729736,20001
DictionaryDatabase,761.9986534118652,30001
DictionaryDatabase,761.5189552307129,40001
DictionaryDatabase,768.0022716522217,50001
DictionaryDatabase,765.9974098205566,60001
DictionaryDatabase,758.9995861053467,70001
DictionaryDatabase,764.0020847320557,80001
DictionaryDatabase,767.9991722106934,90001
TreeDatabase100,952.5125026702881,20001
TreeDatabase100,1160.4464054107666,30001
TreeDatabase100,1272.5131511688232,40001
TreeDatabase100,1426.997184753418,50001
TreeDatabase100,1580.0001621246338,60001
TreeDatabase100,1709.9988460540771,70001
TreeDatabase100,1899.001121520996,80001
TreeDatabase100,2003.9968490600586,90001
TreeDatabase500,808.5157871246338,20001
TreeDatabase500,818.0022239685059,30001
TreeDatabase500,870.999813079834,40001
TreeDatabase500,856.0004234313965,50001
TreeDatabase500,871.5188503265381,60001
TreeDatabase500,893.0001258850098,70001
TreeDatabase500,908.0014228820801,80001
TreeDatabase500,923.0022430419922,90001
TreeDatabase1000,778.998851776123,20001
TreeDatabase1000,792.9995059967041,30001
TreeDatabase1000,803.9999008178711,40001
TreeDatabase1000,819.9996948242188,50001
TreeDatabase1000,814.0006065368652,60001
TreeDatabase1000,826.9996643066406,70001
TreeDatabase1000,831.0010433197021,80001
TreeDatabase1000,841.9985771179199,90001
ListDatabase,2665.511131286621,20001
ListDatabase,3566.5082931518555,30001
ListDatabase,4454.999923706055,40001
ListDatabase,5347.517490386963,50001
ListDatabase,6251.03235244751,60001
ListDatabase,7164.561033248901,70001
ListDatabase,8054.513692855835,80001
ListDatabase,8981.038331985474,90001
DictionaryDatabase,774.9993801116943,20001
DictionaryDatabase,769.0010070800781,30001
DictionaryDatabase,767.0021057128906,40001
DictionaryDatabase,765.0001049041748,50001
DictionaryDatabase,759.9978446960449,60001
DictionaryDatabase,760.5111598968506,70001
DictionaryDatabase,765.0001049041748,80001
DictionaryDatabase,768.0015563964844,90001
TreeDatabase100,966.5114879608154,20001
TreeDatabase100,1164.9956703186035,30001
TreeDatabase100,1284.0023040771484,40001
TreeDatabase100,1445.9969997406006,50001
TreeDatabase100,1612.0004653930664,60001
TreeDatabase100,1716.5186405181885,70001
TreeDatabase100,1908.5190296173096,80001
TreeDatabase100,2003.9997100830078,90001
TreeDatabase500,799.9999523162842,20001
TreeDatabase500,819.9999332427979,30001
TreeDatabase500,833.000898361206,40001
TreeDatabase500,850.0003814697266,50001
TreeDatabase500,867.999792098999,60001
TreeDatabase500,884.0022087097168,70001
TreeDatabase500,903.0022621154785,80001
TreeDatabase500,918.0011749267578,90001
TreeDatabase1000,782.9999923706055,20001
TreeDatabase1000,799.0014553070068,30001
TreeDatabase1000,809.99755859375,40001
TreeDatabase1000,808.0000877380371,50001
TreeDatabase1000,817.9998397827148,60001
TreeDatabase1000,822.9999542236328,70001
TreeDatabase1000,834.0001106262207,80001
TreeDatabase1000,845.9975719451904,90001
ListDatabase,2651.5157222747803,20001
ListDatabase,3560.5204105377197,30001
ListDatabase,4463.078260421753,40001
ListDatabase,5368.516206741333,50001
ListDatabase,6254.513740539551,60001
ListDatabase,7117.998361587524,70001
ListDatabase,8105.999946594238,80001
ListDatabase,8960.543870925903,90001
DictionaryDatabase,767.9970264434814,20001
DictionaryDatabase,759.9997520446777,30001
DictionaryDatabase,760.0023746490479,40001
DictionaryDatabase,760.9994411468506,50001
DictionaryDatabase,756.9983005523682,60001
DictionaryDatabase,756.9994926452637,70001
DictionaryDatabase,764.9998664855957,80001
DictionaryDatabase,766.9966220855713,90001
TreeDatabase100,967.0004844665527,20001
TreeDatabase100,1215.9984111785889,30001
TreeDatabase100,1282.9973697662354,40001
TreeDatabase100,1428.999900817871,50001
TreeDatabase100,1586.000680923462,60001
TreeDatabase100,1712.0003700256348,70001
TreeDatabase100,1888.0009651184082,80001
TreeDatabase100,2035.996675491333,90001
TreeDatabase500,803.9977550506592,20001
TreeDatabase500,820.5134868621826,30001
TreeDatabase500,837.0003700256348,40001
TreeDatabase500,864.0003204345703,50001
TreeDatabase500,867.0005798339844,60001
TreeDatabase500,890.0003433227539,70001
TreeDatabase500,902.9996395111084,80001
TreeDatabase500,921.0000038146973,90001
TreeDatabase1000,786.0002517700195,20001
TreeDatabase1000,788.0001068115234,30001
TreeDatabase1000,807.0001602172852,40001
TreeDatabase1000,808.9969158172607,50001
TreeDatabase1000,837.9981517791748,60001
TreeDatabase1000,822.9970932006836,70001
TreeDatabase1000,843.0051803588867,80001
TreeDatabase1000,854.0000915527344,90001
ListDatabase,2661.5161895751953,20001
ListDatabase,3548.5129356384277,30001
ListDatabase,4433.343887329102,40001
ListDatabase,5335.508346557617,50001
ListDatabase,6250.023365020752,60001
ListDatabase,7176.316738128662,70001
ListDatabase,8013.513565063477,80001
ListDatabase,8975.000381469727,90001
DictionaryDatabase,757.0023536682129,20001
DictionaryDatabase,756.0021877288818,30001
DictionaryDatabase,752.9971599578857,40001
DictionaryDatabase,764.0016078948975,50001
DictionaryDatabase,772.0005512237549,60001
DictionaryDatabase,769.9987888336182,70001
DictionaryDatabase,759.998083114624,80001
DictionaryDatabase,753.0422210693359,90001
